"ID","가뭄","누적강수량","계절","가조시간","평균기온","행정구역","저수량"
646,"정상",826.7,"여름",14,24.8,"강원도",2195.68
647,"정상",864.4,"여름",14,24.9,"강원도",2416.72
648,"정상",960.1,"여름",13.9,23.8,"강원도",2300.65
649,"정상",974.8,"여름",13.9,24.6,"강원도",2223.62
650,"정상",1040.2,"여름",13.8,23.7,"강원도",2226.48
651,"습윤",1127.2,"여름",13.8,25.1,"강원도",2236.24
652,"정상",1125.7,"여름",13.7,27.2,"강원도",2150.47
653,"정상",1126,"여름",13.7,28.1,"강원도",2131.59
654,"습윤",1146.2,"여름",13.6,26.6,"강원도",2119.92
655,"정상",1129.9,"여름",13.6,27.2,"강원도",2121.59
656,"정상",1129.9,"여름",13.5,27.7,"강원도",2114.94
657,"정상",1134.2,"여름",13.4,24.1,"강원도",2111.61
658,"정상",1146.2,"여름",13.4,23.4,"강원도",2101.12
659,"정상",1141.4,"여름",13.3,26.3,"강원도",2111.06
660,"정상",1125.8,"여름",13.2,28.5,"강원도",2081.89
661,"정상",1152.8,"여름",13.1,27.8,"강원도",2072.04
662,"정상",1156.4,"여름",13.1,27.1,"강원도",2063.32
663,"정상",1170.3,"여름",13,25.9,"강원도",2038.91
664,"정상",1239.5,"여름",12.9,23,"강원도",2244.87
665,"정상",1239.5,"여름",12.9,22.4,"강원도",2258.73
666,"정상",1253.3,"여름",12.8,20.2,"강원도",2174.74
667,"정상",1296.2,"여름",12.7,19.9,"강원도",2246.6
668,"정상",1296.4,"여름",12.6,21.1,"강원도",2250.64
669,"정상",1287.5,"여름",12.6,21.3,"강원도",2248.91
670,"정상",1299.1,"여름",12.5,20.8,"강원도",2258.15
671,"정상",1316.6,"여름",12.4,20.9,"강원도",2246.6
672,"정상",1316.6,"여름",12.4,19.6,"강원도",2238.54
673,"정상",1316.2,"가을",12.2,16.8,"강원도",2204.78
674,"정상",1316.2,"가을",12.2,16.2,"강원도",2198.52
675,"정상",1316.1,"가을",12.1,16.8,"강원도",2170.79
676,"정상",1316.2,"가을",12,16.9,"강원도",2142.18
677,"정상",1316.2,"가을",12,17.7,"강원도",2131.59
678,"정상",1313.7,"가을",11.9,16.8,"강원도",2104.98
679,"정상",1313.7,"가을",11.8,17.9,"강원도",2091.22
680,"정상",1313,"가을",11.7,18.8,"강원도",2075.87
681,"정상",1313.1,"가을",11.7,16.2,"강원도",2069.86
682,"정상",1313.1,"가을",11.6,11.9,"강원도",2058.97
683,"정상",1313.1,"가을",11.5,14.6,"강원도",2043.24
684,"정상",1313.1,"가을",11.4,14.6,"강원도",2038.37
685,"정상",1313.1,"가을",11.4,14.7,"강원도",2027.59
686,"정상",1312.8,"가을",11.3,10.8,"강원도",2016.84
687,"정상",1312.8,"가을",11.2,8,"강원도",2005.07
688,"정상",1312.8,"가을",11.2,10.1,"강원도",1999.2
689,"정상",1303.5,"가을",11.1,11.3,"강원도",1988.02
690,"정상",1299.5,"가을",11,12.3,"강원도",1952.78
691,"정상",1299.5,"가을",10.9,7.1,"강원도",1946.9
692,"정상",1299.5,"가을",10.9,8.2,"강원도",1934.65
693,"정상",1299.5,"가을",10.8,10.5,"강원도",1922.45
694,"정상",1299.4,"가을",10.7,7.7,"강원도",1910.3
695,"정상",1299.4,"가을",10.7,9.5,"강원도",1903.98
696,"정상",1301.3,"가을",10.6,8.9,"강원도",1885.63
697,"정상",1301.3,"가을",10.5,2.3,"강원도",1873.12
1,"정상",880.8,"겨울",9.6,-7,"강원도",1864.74
2,"정상",824.2,"겨울",9.6,-7.5,"강원도",1864.23
3,"정상",728.9,"겨울",9.6,-4.6,"강원도",1862.19
4,"정상",728.6,"겨울",9.6,-4.3,"강원도",1862.19
5,"정상",727.1,"겨울",9.7,-5.1,"강원도",1861.18
6,"정상",726.6,"겨울",9.7,-5.1,"강원도",1860.67
7,"정상",726.6,"겨울",9.7,-8,"강원도",1859.14
8,"정상",716.1,"겨울",9.7,-3.1,"강원도",1858.13
9,"정상",698.8,"겨울",9.7,-2.5,"강원도",1857.62
10,"정상",667.2,"겨울",9.8,-2.3,"강원도",1856.6
11,"정상",667.2,"겨울",9.8,-2.8,"강원도",1855.59
12,"정상",667.4,"겨울",9.8,-2.6,"강원도",1855.08
13,"정상",667.5,"겨울",9.8,-6.3,"강원도",1854.06
14,"정상",667.5,"겨울",9.9,-3.2,"강원도",1853.05
15,"정상",667.5,"겨울",9.9,-1.4,"강원도",1852.03
16,"정상",667.5,"겨울",9.9,-1.7,"강원도",1851.02
17,"정상",667.9,"겨울",10,-1.8,"강원도",1850
18,"정상",667.9,"겨울",10,-1,"강원도",1849.5
19,"정상",667.9,"겨울",10.1,-2.9,"강원도",1848.99
20,"정상",667.9,"겨울",10.1,-4.9,"강원도",1847.47
21,"정상",667.9,"겨울",10.1,-2.7,"강원도",1846.46
22,"정상",668.5,"겨울",10.2,1,"강원도",1845.95
23,"정상",668.5,"겨울",10.2,-3,"강원도",1844.94
24,"정상",668.5,"겨울",10.3,-0.8,"강원도",1843.42
25,"정상",668.5,"겨울",10.3,-3.6,"강원도",1842.41
26,"정상",668.5,"겨울",10.3,-1.8,"강원도",1841.91
27,"습윤",687,"겨울",10.4,1.6,"강원도",1841.91
28,"정상",687,"겨울",10.4,-0.6,"강원도",1841.4
29,"정상",687,"겨울",10.5,2.2,"강원도",1840.9
30,"정상",689.7,"겨울",10.5,0.6,"강원도",1840.9
31,"습윤",659.6,"겨울",10.6,-3.8,"강원도",1839.38
32,"습윤",639.4,"겨울",10.6,-4.5,"강원도",1838.37
33,"습윤",638.9,"겨울",10.7,-2.2,"강원도",1837.36
34,"습윤",638.9,"겨울",10.7,-3.4,"강원도",1836.35
35,"습윤",633.5,"겨울",10.8,-0.4,"강원도",1834.84
36,"습윤",626,"겨울",10.8,-3.3,"강원도",1833.83
37,"습윤",626,"겨울",10.9,-0.7,"강원도",1832.32
38,"습윤",632,"겨울",10.9,1.1,"강원도",1831.82
39,"습윤",632,"겨울",11,0.3,"강원도",1830.81
40,"습윤",632,"겨울",11.1,1.6,"강원도",1829.8
41,"습윤",591.4,"봄",11.2,3.9,"강원도",1827.79
42,"습윤",591.4,"봄",11.2,3.2,"강원도",1827.79
43,"정상",308.4,"봄",11.3,4.6,"강원도",1826.28
44,"정상",308,"봄",11.4,6,"강원도",1825.78
45,"정상",273.9,"봄",11.5,8.2,"강원도",1825.28
46,"정상",273.9,"봄",11.5,6.4,"강원도",1825.28
47,"정상",269.7,"봄",11.6,5.2,"강원도",1825.28
48,"정상",269.7,"봄",11.7,4.7,"강원도",1825.28
49,"정상",272.1,"봄",11.8,3.2,"강원도",1824.77
50,"정상",272.1,"봄",11.8,2.5,"강원도",1824.77
51,"정상",272.3,"봄",11.9,1.6,"강원도",1824.27
52,"정상",275.8,"봄",12,4,"강원도",1823.77
53,"습윤",275.8,"봄",12,6,"강원도",1823.77
54,"습윤",275.8,"봄",12.1,8.7,"강원도",1823.27
55,"습윤",268.6,"봄",12.2,3.4,"강원도",1831.82
56,"습윤",272.2,"봄",12.3,3.6,"강원도",1834.84
57,"습윤",272.2,"봄",12.3,4.5,"강원도",1836.35
58,"습윤",272.3,"봄",12.4,10.8,"강원도",1838.37
59,"습윤",276.4,"봄",12.5,5.1,"강원도",1840.39
60,"습윤",276.8,"봄",12.6,2.8,"강원도",1841.4
61,"습윤",276.8,"봄",12.7,6.6,"강원도",1822.61
62,"습윤",276.8,"봄",12.7,8.6,"강원도",1822.61
63,"정상",185.1,"봄",12.8,10.7,"강원도",1843.93
64,"정상",185.1,"봄",12.9,10.9,"강원도",1844.44
65,"정상",200.9,"봄",13,6.7,"강원도",1846.97
66,"정상",195.1,"봄",13,11.8,"강원도",1849.5
67,"정상",195.1,"봄",13.1,11.1,"강원도",1850.51
68,"정상",197,"봄",13.2,9.8,"강원도",1848.99
69,"정상",197,"봄",13.2,14.3,"강원도",1841.91
70,"정상",197,"봄",13.3,12.1,"강원도",1837.87
71,"정상",197.3,"봄",13.4,13.5,"강원도",1835.34
72,"정상",197.6,"봄",13.4,18.6,"강원도",1836.86
73,"정상",197.6,"봄",13.5,20,"강원도",1837.36
74,"정상",214.6,"봄",13.5,11.7,"강원도",1841.4
75,"정상",212.3,"봄",13.6,10.9,"강원도",1845.45
76,"정상",212.5,"봄",13.6,12.1,"강원도",1846.97
77,"정상",198.7,"봄",13.7,14.8,"강원도",1848.48
78,"습윤",198.7,"봄",13.8,16.9,"강원도",1841.4
79,"정상",198.7,"봄",13.8,17.3,"강원도",1826.28
80,"정상",198.7,"봄",13.9,18.3,"강원도",1819.25
81,"정상",198.7,"봄",13.9,14.8,"강원도",1802.75
82,"약한가뭄",192.2,"봄",14,16.2,"강원도",1785.35
83,"약한가뭄",142.8,"봄",14.1,18.1,"강원도",1768.54
84,"보통가뭄",142.8,"봄",14.2,18.5,"강원도",1742.54
85,"보통가뭄",142.8,"봄",14.2,19.5,"강원도",1734.25
86,"보통가뭄",142.8,"봄",14.2,21.8,"강원도",1721.13
87,"보통가뭄",142.8,"봄",14.3,21.8,"강원도",1715.31
88,"약한가뭄",158.3,"봄",14.3,17.8,"강원도",1696.76
89,"약한가뭄",158.3,"봄",14.4,17.1,"강원도",1691.09
90,"보통가뭄",158.3,"봄",14.4,22.9,"강원도",1671.82
91,"보통가뭄",150.7,"봄",14.5,23.1,"강원도",1659.22
92,"보통가뭄",162.3,"봄",14.5,17.9,"강원도",1646.22
93,"보통가뭄",162.3,"봄",14.6,20.4,"강원도",1626.41
94,"보통가뭄",162.3,"봄",14.6,19.1,"강원도",1620
95,"보통가뭄",154.7,"봄",14.7,23.8,"강원도",1599.97
96,"보통가뭄",152.3,"봄",14.7,21.1,"강원도",1586.43
97,"약한가뭄",176.8,"봄",14.7,19.2,"강원도",1583.28
98,"약한가뭄",176.8,"봄",14.7,20.2,"강원도",1581.03
99,"약한가뭄",181.4,"봄",14.8,18.5,"강원도",1564.93
100,"보통가뭄",179.6,"봄",14.8,21.3,"강원도",1560.48
101,"약한가뭄",189.3,"여름",14.8,20.4,"강원도",1543.66
102,"약한가뭄",204.8,"여름",14.8,19.5,"강원도",1528.29
103,"약한가뭄",205.1,"여름",14.8,23.2,"강원도",1519.55
104,"약한가뭄",220.4,"여름",14.8,21,"강원도",1509.99
105,"약한가뭄",221.6,"여름",14.8,25.3,"강원도",1492.3
106,"약한가뭄",221.6,"여름",14.8,24.5,"강원도",1486.3
107,"약한가뭄",221.9,"여름",14.8,22.9,"강원도",1467.55
108,"약한가뭄",221.9,"여름",14.8,24.6,"강원도",1461.62
109,"보통가뭄",221.9,"여름",14.7,24.2,"강원도",1450.24
110,"보통가뭄",221.9,"여름",14.7,24.4,"강원도",1444.37
111,"보통가뭄",221.9,"여름",14.7,27.1,"강원도",1426.87
112,"보통가뭄",221.9,"여름",14.7,23.8,"강원도",1420.66
113,"보통가뭄",230.8,"여름",14.6,21.5,"강원도",1402.56
114,"보통가뭄",234.5,"여름",14.6,21.9,"강원도",1402.97
115,"보통가뭄",234.5,"여름",14.6,25.6,"강원도",1397.66
116,"약한가뭄",732.7,"여름",12.8,21.9,"강원도",1780.06
117,"약한가뭄",766.6,"여름",12.8,19,"강원도",1787.61
118,"약한가뭄",767.4,"여름",12.7,21.7,"강원도",1811.4
119,"약한가뭄",767.4,"여름",12.7,22,"강원도",1817.51
120,"약한가뭄",767.4,"여름",12.6,22.6,"강원도",1825.16
121,"약한가뭄",766.9,"여름",12.5,23.2,"강원도",1829.77
122,"약한가뭄",766.9,"여름",12.4,21.2,"강원도",1830.79
123,"약한가뭄",766.7,"여름",12.4,21.9,"강원도",1832.33
124,"약한가뭄",766.7,"여름",12.3,22.6,"강원도",1833.35
125,"약한가뭄",766.7,"여름",12.3,22.1,"강원도",1834.38
126,"정상",813.1,"여름",12.2,20.2,"강원도",1840.03
127,"정상",813.1,"여름",12.1,20,"강원도",1842.08
128,"정상",813.1,"여름",12.1,20.7,"강원도",1843.11
129,"정상",813.1,"여름",12,20.7,"강원도",1845.17
130,"약한가뭄",813.1,"여름",12,19.5,"강원도",1845.69
131,"약한가뭄",798.9,"여름",11.9,19.6,"강원도",1847.75
132,"약한가뭄",798.8,"여름",11.8,19.5,"강원도",1850.84
133,"약한가뭄",799.2,"여름",11.8,19.7,"강원도",1852.39
134,"약한가뭄",799.2,"여름",11.7,20.3,"강원도",1852.39
135,"약한가뭄",762.3,"여름",11.6,21.9,"강원도",1858.07
136,"약한가뭄",764.8,"여름",11.6,17.9,"강원도",1870
137,"약한가뭄",770,"여름",11.5,18.6,"강원도",1884.59
138,"약한가뭄",770,"여름",11.5,19.7,"강원도",1888.77
139,"약한가뭄",783.2,"가을",11.4,15.8,"강원도",1901.35
140,"약한가뭄",783.2,"가을",11.4,17.1,"강원도",1908.19
141,"약한가뭄",751.4,"가을",11.3,19,"강원도",1916.1
142,"약한가뭄",754.3,"가을",11.3,18.1,"강원도",1918.75
143,"약한가뭄",755,"가을",11.2,5,"강원도",1924.04
144,"약한가뭄",754.1,"가을",11.1,7.7,"강원도",1925.63
145,"약한가뭄",757.3,"가을",11.1,8.2,"강원도",1927.22
146,"약한가뭄",757.3,"가을",11,8.3,"강원도",1927.75
147,"약한가뭄",757.3,"가을",10.9,9.2,"강원도",1927.75
148,"약한가뭄",757.3,"가을",10.9,8.4,"강원도",1927.22
149,"약한가뭄",757.3,"가을",10.8,9.6,"강원도",1926.69
150,"약한가뭄",761.9,"가을",10.8,9.8,"강원도",1925.63
151,"약한가뭄",760.6,"가을",10.7,10.3,"강원도",1924.57
152,"약한가뭄",760.4,"가을",10.7,10.6,"강원도",1922.98
153,"약한가뭄",737.7,"가을",10.6,11.2,"강원도",1920.86
154,"약한가뭄",728.7,"가을",10.5,12,"강원도",1916.1
155,"약한가뭄",728.7,"가을",10.5,9.3,"강원도",1914.52
156,"약한가뭄",710.1,"가을",10.4,9.7,"강원도",1910.3
157,"약한가뭄",710.1,"가을",10.4,11.5,"강원도",1908.72
158,"약한가뭄",720.9,"가을",10.3,5.5,"강원도",1906.61
159,"약한가뭄",720.9,"가을",10.3,4.6,"강원도",1905.03
160,"약한가뭄",720.9,"가을",10.2,4,"강원도",1901.88
161,"약한가뭄",720.9,"가을",10.2,4.4,"강원도",1899.78
162,"약한가뭄",720.9,"가을",10.2,6.2,"강원도",1896.1
163,"약한가뭄",711.5,"가을",10.1,5.8,"강원도",1894
164,"약한가뭄",640.5,"가을",10.1,7.6,"강원도",1889.82
165,"약한가뭄",640.5,"가을",10,13.1,"강원도",1888.25
166,"약한가뭄",637.4,"가을",10,8.3,"강원도",1884.06
167,"약한가뭄",638.9,"가을",9.9,3.4,"강원도",1882.5
168,"약한가뭄",638.9,"가을",9.9,3.1,"강원도",1878.33
169,"보통가뭄",625.1,"가을",9.9,1.2,"강원도",1874.16
170,"보통가뭄",625.1,"가을",9.8,0.2,"강원도",1872.08
171,"보통가뭄",600,"가을",9.8,3.1,"강원도",1867.4
172,"보통가뭄",622.4,"가을",9.8,3.6,"강원도",1866.88
173,"보통가뭄",616,"겨울",9.7,-1.7,"강원도",1865.85
174,"보통가뭄",616.2,"겨울",9.7,1.5,"강원도",1864.81
175,"보통가뭄",596,"겨울",9.7,-0.3,"강원도",1862.22
176,"보통가뭄",596,"겨울",9.7,1.2,"강원도",1860.66
177,"보통가뭄",596,"겨울",9.6,1.5,"강원도",1858.07
178,"보통가뭄",595.4,"겨울",9.6,1.6,"강원도",1856.01
179,"보통가뭄",594.5,"겨울",9.6,4.4,"강원도",1852.39
180,"보통가뭄",580.8,"겨울",9.6,0.5,"강원도",1850.32
181,"보통가뭄",581.1,"겨울",9.6,1.4,"강원도",1846.2
182,"보통가뭄",582.5,"겨울",9.6,4.6,"강원도",1844.14
183,"보통가뭄",582.4,"겨울",9.5,-4.3,"강원도",1840.54
184,"보통가뭄",583.5,"겨울",9.6,-7.3,"강원도",1837.46
185,"보통가뭄",584.1,"겨울",9.6,2.6,"강원도",1833.35
186,"보통가뭄",584.1,"겨울",9.5,2.6,"강원도",1831.3
187,"보통가뭄",566.8,"겨울",9.5,-0.8,"강원도",1827.21
188,"보통가뭄",565.9,"겨울",9.6,0,"강원도",1824.14
189,"보통가뭄",565.9,"겨울",9.6,-11.9,"강원도",1819.04
190,"보통가뭄",534.3,"겨울",9.6,-10.1,"강원도",1816.49
191,"보통가뭄",524.4,"겨울",9.6,-0.8,"강원도",1811.4
192,"보통가뭄",524.4,"겨울",9.6,-7,"강원도",1806.32
193,"보통가뭄",523.8,"겨울",9.6,-2.7,"강원도",1797.71
194,"심한가뭄",482.4,"겨울",9.6,-3.4,"강원도",1789.62
195,"보통가뭄",445.8,"겨울",9.7,-4.9,"강원도",1776.45
196,"보통가뭄",445.8,"겨울",9.7,-3,"강원도",1772.04
197,"보통가뭄",407.4,"겨울",9.7,-5.1,"강원도",1759.55
198,"보통가뭄",407,"겨울",9.8,-8.6,"강원도",1754.87
199,"보통가뭄",407,"겨울",9.8,-4.5,"강원도",1741.32
200,"보통가뭄",385.8,"겨울",9.9,-1.4,"강원도",1737.02
201,"보통가뭄",380.2,"겨울",9.9,-6.7,"강원도",1723.43
202,"보통가뭄",369.9,"겨울",10,-6.2,"강원도",1714.55
203,"약한가뭄",369.9,"겨울",10,0.9,"강원도",1705.81
204,"약한가뭄",370.2,"겨울",10.1,0.1,"강원도",1692.63
205,"약한가뭄",363.8,"겨울",10.1,-2.2,"강원도",1688.32
206,"정상",363.8,"겨울",10.3,-5.3,"강원도",1674.18
207,"약한가뭄",357.7,"겨울",10.3,-1.2,"강원도",1664.19
208,"약한가뭄",323.5,"겨울",10.3,-4,"강원도",1659.26
209,"약한가뭄",321.3,"겨울",10.4,-7.8,"강원도",1644.82
210,"정상",321.3,"겨울",10.5,-5.1,"강원도",1640.4
211,"정상",320.8,"겨울",10.6,-0.7,"강원도",1622.27
212,"정상",313.6,"겨울",10.7,-0.1,"강원도",1617.9
213,"정상",313.3,"겨울",10.7,2.2,"강원도",1608.86
214,"정상",314,"겨울",10.8,1.2,"강원도",1604.28
215,"정상",314,"겨울",10.9,-7.4,"강원도",1590.65
216,"정상",314,"겨울",11,-1.1,"강원도",1581.26
217,"정상",314,"겨울",11,-4.4,"강원도",1576.83
218,"정상",284,"겨울",11.1,-6.8,"강원도",1562.96
219,"정상",280.7,"겨울",11.2,-4.1,"강원도",1558.07
220,"정상",270.7,"겨울",11.2,4.9,"강원도",1549.05
221,"정상",270.7,"겨울",11.3,3.4,"강원도",1544.96
222,"정상",227.5,"겨울",11.4,2.5,"강원도",1529.14
223,"정상",227.4,"겨울",11.4,3.9,"강원도",1523.7
224,"정상",227.7,"겨울",11.5,3,"강원도",1515.64
225,"정상",227.6,"겨울",11.6,1.8,"강원도",1504.53
226,"정상",192.9,"봄",11.7,5.6,"강원도",1492.69
227,"정상",192.9,"봄",11.7,7.8,"강원도",1487.22
228,"정상",192.9,"봄",11.8,8.1,"강원도",1481.49
229,"정상",242.9,"봄",11.9,8.7,"강원도",1472.55
230,"정상",242.9,"봄",11.9,8,"강원도",1472.42
231,"정상",242.9,"봄",12,9.1,"강원도",1470.1
232,"정상",254.4,"봄",12.1,3.5,"강원도",1460.73
233,"정상",254.5,"봄",12.1,4.7,"강원도",1457.08
234,"정상",216.2,"봄",12.2,6,"강원도",1449.41
235,"정상",205.1,"봄",12.3,7.4,"강원도",1441.65
236,"정상",214.2,"봄",12.3,9.8,"강원도",1438.81
237,"정상",244.8,"봄",12.4,7.3,"강원도",1461.38
238,"정상",244.1,"봄",12.5,8.1,"강원도",1466.78
239,"정상",231.1,"봄",12.5,9.5,"강원도",1467
240,"정상",231.1,"봄",12.6,8.3,"강원도",1463.56
241,"정상",230.7,"봄",12.7,8.7,"강원도",1457.73
242,"정상",230.7,"봄",12.7,9.8,"강원도",1454
243,"정상",202.8,"봄",12.8,12.4,"강원도",1446.44
244,"정상",197.1,"봄",12.9,12.1,"강원도",1437.14
245,"정상",195.1,"봄",12.9,16.6,"강원도",1433.02
246,"정상",185.1,"봄",13,18.4,"강원도",1424.82
247,"정상",190.2,"봄",13.1,10.5,"강원도",1417.71
248,"정상",190.2,"봄",13.1,11.1,"강원도",1415.45
249,"정상",187.3,"봄",13.2,12.2,"강원도",1409.49
250,"정상",186.6,"봄",13.3,15.1,"강원도",1402.1
251,"정상",186.6,"봄",13.3,14.3,"강원도",1398.36
252,"정상",183.4,"봄",13.4,14.8,"강원도",1390.02
253,"정상",183.4,"봄",13.5,16.1,"강원도",1381.18
254,"정상",183.4,"봄",13.5,17.6,"강원도",1376.36
255,"정상",185,"봄",13.6,22,"강원도",1367.05
256,"정상",185,"봄",13.6,17.4,"강원도",1362.48
257,"정상",199,"봄",13.7,11.6,"강원도",1353.56
258,"정상",199,"봄",13.8,12,"강원도",1345.49
259,"정상",199,"봄",13.8,12.1,"강원도",1341.31
260,"정상",199,"봄",13.9,16.3,"강원도",1331.87
261,"정상",199,"봄",13.9,19.2,"강원도",1322
262,"정상",199,"봄",14,18.9,"강원도",1316.96
263,"정상",185.1,"봄",14,15.6,"강원도",1307.1
264,"정상",185,"봄",14.1,19.8,"강원도",1296.21
265,"정상",185,"봄",14.1,19.7,"강원도",1291.11
266,"정상",185,"봄",14.2,14.4,"강원도",1280.16
267,"정상",185,"봄",14.2,16.4,"강원도",1269.1
268,"정상",185.5,"봄",14.3,18.6,"강원도",1263.72
269,"정상",185.7,"봄",14.3,19.1,"강원도",1258.09
270,"정상",185.7,"봄",14.3,19.9,"강원도",1252.66
271,"약한가뭄",185.7,"봄",14.4,19.4,"강원도",1247.08
272,"약한가뭄",183.9,"봄",14.4,20,"강원도",1236.03
273,"약한가뭄",180,"봄",14.4,23.1,"강원도",1224.62
274,"약한가뭄",187.1,"봄",14.5,20.6,"강원도",1218.48
