"일시","지점명","수위"
20190516,"순창",18
20190612,"순창",30
20190705,"순창",22
20190904,"순창",27
20190930,"순창",17
20191014,"순창",37
20191106,"순창",26
20191123,"순창",25
20191211,"순창",153
20200104,"순창",153
20200201,"순창",153
20200207,"순창",153
20200302,"순창",153
20200313,"순창",153
20200329,"순창",153
20200415,"순창",153
20200423,"순창",153
20200512,"순창",153
20200715,"순창",153
20200830,"순창",153
20200925,"순창",153
20210102,"순창",153
20210218,"순창",153
20210427,"순창",153
20210508,"순창",153
20210601,"순창",153
20210614,"순창",153
20210804,"순창",153
20211102,"순창",152
20211108,"순창",152
20211119,"순창",152
20211209,"순창",152
20211227,"순창",152
20220213,"순창",152
20220302,"순창",152
20220331,"순창",153
20220801,"순창",153
20221008,"순창",153
20221026,"순창",152
20221113,"순창",152
20210808,"홍천",156
20210818,"홍천",156
20210830,"홍천",156
20211127,"홍천",156
20211210,"홍천",156
20220103,"홍천",156
20220216,"홍천",156
20180827,"화천",38
20181010,"화천",70
20181205,"화천",86
20190219,"화천",86
20190302,"화천",79
20190330,"화천",76
20190331,"화천",76
20190505,"화천",56
20190509,"화천",55
20200303,"횡성",134
20200310,"횡성",133
20200401,"횡성",133
20200412,"횡성",133
20200430,"횡성",133
20200516,"횡성",134
20200910,"횡성",135
20200926,"횡성",133
20210821,"가평",136
20210903,"가평",137
20210916,"가평",136
20210922,"가평",136
20211101,"가평",136
20211111,"가평",136
20211119,"가평",136
20211210,"가평",136
20220120,"가평",136
20220303,"홍천",156
20190620,"화천",44
20190726,"화천",38
20191020,"화천",18
20191108,"화천",46
20191227,"화천",225
20201111,"횡성",133
20201204,"횡성",133
20201210,"횡성",133
20201225,"횡성",133
20210410,"횡성",134
20210629,"횡성",133
20210630,"횡성",134
20220428,"가평",136
20220611,"가평",136
20220802,"가평",137
20220902,"가평",137
20221205,"가평",136
20200311,"화천",225
20200315,"화천",225
20200421,"화천",225
20200430,"화천",225
20200508,"화천",225
20200916,"화천",226
20201021,"화천",225
20210804,"횡성",133
20210806,"횡성",133
20210813,"횡성",133
20220104,"횡성",133
20220124,"횡성",133
20220227,"횡성",133
20220303,"횡성",133
20180210,"광명",55
20180416,"광명",41
20180418,"광명",41
20180422,"광명",43
20180508,"광명",33
20180705,"광명",20
20180727,"광명",11
20180927,"광명",18
20201102,"화천",225
20201130,"화천",225
20210121,"화천",225
20210202,"화천",225
20210227,"화천",225
20210308,"화천",225
20210414,"화천",225
20210509,"화천",225
20210623,"화천",225
20220430,"횡성",133
20220708,"횡성",134
20220715,"횡성",135
20220808,"횡성",134
20220930,"횡성",133
20221017,"횡성",133
20221204,"횡성",133
20221205,"횡성",133
20181205,"광명",38
20181207,"광명",37
20190113,"광명",57
20190126,"광명",55
20210725,"화천",225
20210824,"화천",225
20210919,"화천",225
20211116,"화천",225
20211122,"화천",225
20220114,"화천",225
20220131,"화천",225
20220202,"화천",225
20220210,"화천",225
20220324,"화천",225
20221226,"횡성",133
20180114,"가평",31
20180116,"가평",31
20180307,"가평",25
20180311,"가평",25
20180326,"가평",24
20180412,"가평",53
20180504,"가평",56
20180515,"가평",66
20180518,"가평",78
20180521,"가평",72
20180606,"가평",57
20180629,"가평",71
20180915,"가평",69
20190726,"광명",5
20190925,"광명",10
20191018,"광명",20
20200121,"광명",5
20200207,"광명",5
20200408,"광명",5
20200410,"광명",5
20220401,"화천",225
20220430,"화천",225
20220602,"화천",225
20220619,"화천",225
20220621,"화천",225
20220717,"화천",226
20220810,"화천",227
20220904,"화천",226
20221019,"화천",227
20221020,"화천",227
20221101,"화천",227
20181115,"가평",89
20181122,"가평",71
20181217,"가평",38
20190110,"가평",43
20190127,"가평",41
20190222,"가평",26
20190322,"가평",50
20200427,"광명",5
20200513,"광명",5
20200716,"광명",5
20200808,"광명",8
20200918,"광명",5
20201210,"광명",5
20201215,"광명",5
20210103,"광명",5
20221210,"화천",225
20221229,"화천",225
20180202,"횡성",31
20180321,"횡성",47
20180329,"횡성",34
20180520,"횡성",66
20180610,"횡성",20
20180723,"횡성",27
20190707,"가평",11
20190727,"가평",56
20190801,"가평",73
20190813,"가평",84
20190927,"가평",63
20190929,"가평",60
20191019,"가평",47
20210109,"광명",5
20210130,"광명",5
20210203,"광명",5
20210211,"광명",5
20210315,"광명",5
20210413,"광명",5
20210611,"광명",5
20210701,"광명",5
20210811,"광명",5
20200118,"여수",33
20200128,"여수",33
20200201,"여수",33
20200316,"여수",33
20200422,"여수",34
20200425,"여수",33
20200501,"여수",33
20200524,"여수",33
20200607,"여수",33
20200701,"여수",34
20200715,"여수",35
20200810,"여수",35
20210822,"영광",24
20210928,"영광",23
20211010,"영광",23
20211012,"영광",23
20211120,"영광",23
20211123,"영광",23
20211219,"영광",23
20211231,"영광",23
20220110,"영광",23
20220202,"영광",23
20220320,"영광",23
20180418,"영천",58
20180502,"영천",56
20180515,"영천",57
20180521,"영천",59
20180703,"영천",79
20180717,"영천",61
20180910,"영천",48
20181014,"영천",81
20181109,"영천",83
20181117,"영천",76
20190315,"울진",39
20190326,"울진",38
20190629,"울진",51
20191028,"울진",70
20200920,"여수",34
20201016,"여수",33
20210127,"여수",33
20210305,"여수",33
20210407,"여수",34
20210417,"여수",34
20220527,"영광",23
20220618,"영광",23
20220712,"영광",23
20220714,"영광",23
20220824,"영광",24
20220909,"영광",24
20221107,"영광",23
20221231,"영광",24
20190119,"영천",50
20190309,"영천",54
20190405,"영천",43
20190410,"영천",44
20190417,"영천",48
20190418,"영천",48
20190711,"영천",64
20190721,"영천",70
20190901,"영천",56
20190913,"영천",46
20190915,"영천",42
20191129,"울진",73
20191231,"울진",60
20200130,"울진",60
20200415,"울진",60
20200429,"울진",60
20200614,"울진",60
20200818,"울진",60
20200904,"울진",61
20200909,"울진",60
20201005,"울진",60
20201008,"울진",60
20201114,"울진",59
20210117,"울진",59
20210119,"울진",59
20210124,"울진",59
20210131,"울진",59
20210206,"울진",59
20210211,"울진",59
20210212,"울진",59
20210508,"울진",60
20210513,"울진",60
20210524,"울진",60
20210613,"울진",60
20210708,"울진",60
20211009,"울진",60
20211022,"울진",60
20211101,"울진",60
20211211,"울진",59
20220110,"울진",59
20220207,"울진",59
20220310,"울진",59
20220422,"울진",60
20220623,"울진",13
20220714,"울진",60
20220817,"울진",60
20221011,"울진",60
20221013,"울진",60
20221115,"울진",60
20221208,"울진",60
20180130,"울진",25
20180525,"울진",41
20180610,"울진",44
20180622,"울진",43
20180706,"울진",64
20180722,"울진",45
20180723,"울진",45
20180809,"울진",54
20180907,"울진",49
20180923,"울진",51
20181027,"울진",60
20181106,"울진",53
20181221,"울진",54
20190105,"울진",58
20200621,"울진",106
20180823,"보령",34
20180829,"보령",53
20181101,"보령",56
20181129,"보령",41
20181211,"보령",39
20181226,"보령",31
20190115,"보령",30
20190313,"보령",18
20190325,"보령",22
20190602,"보령",34
20190621,"보령",17
20190902,"보령",38
20190905,"보령",35
20191105,"보령",33
20191118,"보령",94
20191126,"보령",64
20191225,"보령",26
20180101,"보령",24
20180104,"보령",21
20180317,"보령",54
20180328,"보령",52
20180329,"보령",50
20180729,"보령",25
20200620,"보령",27
20200704,"보령",27
20200711,"보령",26
20201013,"보령",26
20210119,"보령",26
20210127,"보령",26
20210221,"보령",26
20210530,"보령",27
20210924,"보령",27
20211005,"보령",26
20220118,"보령",26
20220126,"보령",26
20220318,"보령",26
20220406,"보령",26
20220411,"보령",26
20220518,"보령",26
20220526,"보령",26
20220705,"보령",26
20220825,"보령",27
20220915,"보령",27
20220921,"보령",27
20221208,"보령",26
20221231,"보령",26
20200301,"순천",66
20200306,"순천",65
20200308,"순천",65
20200320,"순천",65
20200321,"순천",65
20200705,"순천",66
20200717,"순천",66
20210811,"여수",34
20210814,"여수",34
20210815,"여수",34
20210923,"여수",34
20210927,"여수",34
20211006,"여수",34
20211103,"여수",33
20180224,"영천",54
20180308,"영천",83
20191007,"영천",99
20191102,"영천",68
20191227,"영천",112
20200103,"영천",112
20200114,"영천",112
20200123,"영천",112
20200130,"영천",112
20200206,"영천",112
20200416,"영천",112
20200422,"영천",112
20200613,"영천",112
20200803,"순천",66
20200911,"순천",66
20201010,"순천",66
20201021,"순천",66
20201119,"순천",67
20201208,"순천",66
20210107,"순천",65
20210409,"순천",66
20220407,"여수",33
20220417,"여수",32
20220420,"여수",33
20220630,"여수",33
20201014,"영천",112
20201025,"영천",112
20201113,"영천",112
20210116,"영천",112
20210118,"영천",112
20210220,"영천",112
20210227,"영천",112
20210420,"순천",66
20210626,"순천",122
20210710,"순천",123
20210731,"순천",65
20211010,"순천",65
20211101,"순천",65
20211106,"순천",65
20211201,"순천",65
20211213,"순천",65
20211217,"순천",65
20221129,"여수",32
20221230,"여수",32
20180118,"영광",24
20180223,"영광",22
20180228,"영광",23
20180324,"영광",63
20180326,"영광",63
20180618,"영광",19
20210329,"영천",112
20210606,"영천",112
20210621,"영천",112
20210722,"영천",112
20210901,"영천",112
20210910,"영천",112
20211007,"영천",112
20211119,"영천",112
20211121,"영천",112
20211202,"영천",112
20220127,"순천",65
20220325,"순천",64
20220402,"순천",65
20220415,"순천",64
20220424,"순천",64
20220505,"순천",64
20220626,"순천",65
20220702,"순천",65
20220905,"순천",65
20220906,"순천",65
20180815,"영광",20
20180823,"영광",29
20181013,"영광",51
20181017,"영광",45
20181115,"영광",48
20190108,"영광",14
20190109,"영광",14
20190218,"영광",20
20190317,"영광",28
20190422,"영광",28
20211221,"영천",112
20211224,"영천",112
20220109,"영천",112
20220323,"영천",112
20220426,"영천",112
20220510,"영천",112
20220511,"영천",112
20220518,"영천",112
20220716,"영천",112
20220721,"영천",112
20220729,"영천",112
20220811,"영천",112
20221013,"순천",65
20221116,"순천",64
20221205,"순천",64
20221221,"순천",64
20180331,"여수",46
20180526,"여수",67
20180527,"여수",66
20190530,"영광",55
20190624,"영광",20
20190715,"영광",26
20190822,"영광",47
20190912,"영광",44
20190920,"영광",28
20191209,"영광",22
20191223,"영광",22
20200101,"영광",22
20200123,"영광",22
20210515,"영천",71
20210522,"영천",71
20221003,"영천",112
20180626,"여수",69
20180805,"여수",57
20180826,"여수",68
20180910,"여수",63
20181001,"여수",72
20181014,"여수",75
20181112,"여수",60
20181211,"여수",62
20181226,"여수",61
20190215,"여수",70
20200301,"영광",22
20200313,"영광",22
20200415,"영광",22
20200515,"영광",23
20200715,"영광",24
20200911,"영광",24
20200928,"영광",23
20201008,"영광",23
20190425,"여수",58
20190605,"여수",72
20190611,"여수",72
20210126,"영광",23
20210128,"영광",23
20210225,"영광",23
20210306,"영광",23
20210311,"영광",23
20210315,"영광",23
20210502,"영광",23
20210614,"영광",24
20200123,"진안",276
20200131,"진안",276
20200329,"진안",276
20200415,"진안",276
20200530,"진안",277
20200604,"진안",276
20200611,"진안",276
20200709,"진안",277
20200817,"진안",277
20200914,"진안",277
20200923,"진안",277
20210814,"예산",9
20210901,"예산",9
20211205,"예산",9
20220407,"예산",9
20180920,"천안",22
20181109,"천안",78
20181116,"천안",70
20181118,"천안",69
20181206,"천안",60
20201015,"진안",276
20201213,"진안",276
20210310,"진안",276
20210324,"진안",276
20210430,"진안",277
20210530,"진안",277
20220802,"예산",9
20220813,"예산",10
20220822,"예산",9
20220909,"예산",10
20221113,"예산",9
20221115,"예산",9
20180116,"예산",34
20180130,"예산",34
20190209,"천안",53
20190309,"천안",49
20190326,"천안",51
20190422,"천안",55
20190501,"천안",56
20190527,"천안",58
20190705,"천안",13
20190711,"천안",13
20190814,"천안",45
20190816,"천안",51
20190824,"천안",44
20190913,"천안",17
20190930,"천안",16
20191025,"천안",47
20191119,"천안",80
20191230,"천안",66
20200115,"천안",66
20200204,"천안",66
20200308,"천안",66
20200322,"천안",66
20200421,"천안",66
20200503,"천안",66
20200627,"천안",66
20200823,"천안",67
20200903,"천안",67
20201103,"천안",66
20201124,"천안",66
20201128,"천안",66
20201202,"천안",66
20201227,"천안",66
20210116,"천안",66
20210117,"천안",66
20210119,"천안",66
20210314,"천안",66
20210327,"천안",66
20210419,"천안",66
20210510,"천안",66
20211107,"천안",66
20211122,"천안",66
20211216,"천안",66
20211223,"천안",66
20211229,"천안",66
20220106,"천안",66
20220314,"천안",66
20220321,"천안",66
20220410,"천안",66
20220512,"천안",66
20220629,"천안",66
20220714,"천안",66
20220830,"천안",66
20220920,"천안",67
20180109,"천안",48
20180126,"천안",46
20180203,"천안",47
20180204,"천안",47
20180304,"천안",48
20180306,"천안",55
20180128,"순천",10
20180308,"순천",23
20180504,"순천",20
20180509,"순천",24
20180513,"순천",26
20180517,"순천",25
20180627,"순천",13
20180726,"순천",20
20180731,"순천",19
20180815,"순천",9
20180819,"순천",9
20180830,"순천",18
20180920,"순천",21
20181001,"순천",26
20181119,"순천",34
20181214,"순천",33
20181215,"순천",34
20190121,"순천",28
20190122,"순천",28
20190128,"순천",27
20190411,"순천",41
20190422,"순천",38
20190519,"순천",31
20190523,"순천",34
20190526,"순천",32
20190528,"순천",36
20190620,"순천",27
20190623,"순천",26
20190709,"순천",28
20190810,"순천",31
20191026,"순천",40
20191030,"순천",40
20210721,"진안",277
20210730,"진안",277
20210904,"진안",277
20220302,"진안",276
20180517,"예산",69
20180730,"예산",22
20180908,"예산",42
20180914,"예산",39
20180926,"예산",40
20180927,"예산",40
20220731,"진안",277
20220907,"진안",277
20221015,"진안",276
20181221,"예산",61
20190429,"예산",38
20190515,"예산",44
20190614,"예산",38
20190625,"예산",22
20221216,"진안",276
20221217,"진안",276
20190808,"예산",10
20190827,"예산",22
20191014,"예산",52
20191223,"예산",9
20191225,"예산",9
20191227,"예산",9
20200128,"예산",9
20200129,"예산",9
20200204,"예산",9
20200313,"예산",9
20200522,"예산",9
20200628,"예산",9
20200805,"예산",10
20201024,"예산",9
20201128,"예산",9
20210112,"예산",9
20180119,"진안",38
20180127,"진안",37
20180203,"진안",23
20180216,"진안",21
20180219,"진안",19
20180312,"진안",39
20180516,"진안",41
20180529,"진안",33
20180602,"진안",37
20210125,"예산",9
20210410,"예산",9
20180821,"진안",2
20180911,"진안",92
20180912,"진안",92
20180921,"진안",91
20181020,"진안",40
20181026,"진안",34
20181029,"진안",35
20190208,"진안",25
20190424,"진안",19
20190515,"진안",21
20190526,"진안",19
20190604,"진안",28
20190825,"진안",31
20190905,"진안",91
20191002,"진안",51
20191011,"진안",57
20191225,"진안",276
20200114,"진안",276
20220706,"영동",126
20220715,"영동",126
20220728,"영동",127
20220811,"영동",127
20220925,"영동",127
20221024,"영동",126
20221025,"영동",126
20221027,"영동",126
20180128,"옥천",49
20190411,"옥천",49
20190424,"옥천",39
20190502,"옥천",54
20190519,"옥천",46
20190527,"옥천",38
20190802,"옥천",22
20190807,"옥천",20
20190901,"옥천",19
20190910,"옥천",23
20191005,"옥천",65
20190808,"청주",51
20190812,"청주",49
20190909,"청주",49
20190925,"청주",50
20191105,"청주",66
20180307,"음성",37
20180312,"음성",44
20180317,"음성",48
20180401,"음성",25
20180420,"음성",32
20180603,"음성",41
20180611,"음성",33
20180629,"음성",36
20180213,"옥천",38
20180302,"옥천",55
20180905,"옥천",37
20200101,"옥천",114
20200115,"옥천",114
20200225,"옥천",114
20200229,"옥천",114
20200328,"옥천",114
20200430,"옥천",114
20200522,"옥천",114
20200616,"옥천",114
20200622,"옥천",114
20200110,"청주",123
20200126,"청주",123
20200131,"청주",123
20200222,"청주",123
20200303,"청주",123
20200311,"청주",123
20200315,"청주",123
20200508,"청주",123
20200523,"청주",122
20181113,"음성",37
20181126,"음성",33
20190107,"음성",49
20190115,"음성",43
20190117,"음성",41
20190404,"음성",17
20190424,"음성",25
20190523,"음성",35
20190531,"음성",29
20190608,"음성",29
20190719,"음성",19
20190926,"음성",24
20191031,"음성",24
20191114,"음성",27
20200521,"음성",75
20200722,"음성",75
20200801,"음성",76
20200823,"음성",75
20200830,"음성",76
20200907,"음성",76
20210305,"음성",75
20210314,"음성",75
20210330,"음성",74
20210519,"음성",75
20210528,"음성",75
20210603,"음성",75
20210907,"음성",75
20211113,"음성",75
20211115,"음성",75
20220325,"음성",74
20220408,"음성",75
20220412,"음성",74
20220501,"음성",75
20220521,"음성",75
20220625,"음성",75
20220728,"음성",75
20220908,"음성",76
20221221,"음성",74
20180211,"제천",21
20180330,"제천",38
20180411,"제천",88
20180427,"제천",87
20180526,"제천",85
20180527,"제천",85
20180601,"제천",79
20180615,"제천",78
20180703,"제천",70
20180729,"제천",14
20180811,"제천",60
20190112,"제천",26
20190130,"제천",17
20190209,"제천",36
20190212,"제천",36
20190215,"제천",35
20190309,"제천",38
20190317,"제천",48
20190505,"제천",74
20190607,"제천",74
20190609,"제천",74
20190717,"제천",19
20190901,"제천",35
20190923,"제천",91
20191101,"제천",73
20191108,"제천",42
20191115,"제천",44
20191220,"제천",188
20191226,"제천",188
20200212,"제천",188
20200222,"제천",188
20200308,"제천",188
20200508,"제천",188
20200509,"제천",188
20200519,"제천",189
20200705,"제천",189
20200814,"제천",191
20200816,"제천",191
20200823,"제천",191
20200908,"제천",192
20201014,"제천",188
20201111,"제천",187
20201122,"제천",188
20201129,"제천",188
20201227,"제천",187
20210107,"제천",187
20210212,"제천",187
20210317,"제천",188
20210331,"제천",188
20210409,"제천",190
20210504,"제천",188
20210521,"제천",190
20211110,"제천",190
20221030,"제천",189
20221104,"제천",188
20221222,"제천",189
20180227,"증평",85
20180616,"증평",42
20180621,"증평",58
20190104,"증평",87
20190218,"증평",82
20220115,"제천",188
20220202,"제천",187
20220214,"제천",187
20220428,"제천",190
20220502,"제천",190
20220613,"제천",188
20220616,"제천",189
20220629,"제천",189
20220714,"제천",192
20220723,"제천",191
20220815,"제천",192
20220831,"제천",192
20190223,"증평",85
20190502,"증평",68
20190528,"증평",58
20190719,"증평",63
20190803,"증평",73
20190919,"증평",84
20190926,"증평",87
20191015,"증평",91
20191214,"증평",94
20191222,"증평",93
20200211,"증평",93
20200330,"증평",93
20200529,"증평",93
20200831,"증평",94
20201003,"증평",93
20201102,"증평",93
20201121,"증평",93
20201226,"증평",93
20210310,"증평",93
20210403,"증평",93
20210627,"증평",93
20210720,"증평",94
20210803,"증평",93
20211216,"증평",93
20220130,"증평",93
20220202,"증평",93
20220214,"증평",93
20220227,"증평",93
20220318,"증평",93
20220402,"증평",93
20220403,"증평",93
20220423,"증평",93
20220424,"증평",93
20220519,"증평",93
20220521,"증평",93
20220606,"증평",92
20220811,"증평",94
20220831,"증평",94
20220917,"증평",94
20221004,"증평",93
20221007,"증평",94
20221213,"증평",93
20221220,"증평",93
20180328,"진천",57
20180428,"진천",69
20180613,"진천",40
20180614,"진천",40
20180721,"진천",30
20180807,"진천",29
20180921,"진천",26
20180923,"진천",22
20181013,"진천",53
20181024,"진천",31
20181107,"진천",35
20181123,"진천",36
20190105,"진천",40
20190202,"진천",41
20190228,"진천",41
20190317,"진천",33
20190401,"진천",53
20220417,"진천",58
20220507,"진천",58
20220623,"진천",58
20220715,"진천",58
20220805,"진천",58
20221030,"진천",57
20221124,"진천",57
20190531,"진천",35
20190630,"진천",33
20190710,"진천",23
20190719,"진천",20
20190825,"진천",33
20191001,"진천",15
20191114,"진천",49
20191213,"진천",57
20200101,"진천",57
20200108,"진천",58
20200225,"진천",57
20200513,"진천",58
20200620,"진천",58
20200628,"진천",58
20200630,"진천",58
20200702,"진천",58
20200705,"진천",58
20200716,"진천",58
20200725,"진천",58
20200808,"진천",58
20200908,"진천",58
20180115,"청주",73
20180131,"청주",71
20180205,"청주",70
20180303,"청주",70
20180307,"청주",71
20180325,"청주",74
20180613,"청주",65
20201225,"진천",57
20201226,"진천",57
20210207,"진천",57
20210226,"진천",57
20210319,"진천",57
20210422,"진천",58
20210514,"진천",58
20210617,"진천",58
20210803,"진천",58
20210828,"진천",58
20210926,"진천",58
20211014,"진천",58
20211026,"진천",58
20211107,"진천",58
20211224,"진천",58
20211227,"진천",58
20220108,"진천",58
20220110,"진천",58
20220222,"진천",58
20220402,"진천",58
20220405,"진천",58
20180819,"청주",40
20180112,"영동",40
20181124,"옥천",38
20200817,"옥천",114
20201107,"옥천",114
20201207,"옥천",114
20210106,"옥천",114
20210204,"옥천",114
20210306,"옥천",114
20210308,"옥천",114
20210309,"옥천",114
20210322,"옥천",114
20210401,"옥천",114
20200701,"청주",123
20200710,"청주",123
20200820,"청주",123
20200828,"청주",123
20200927,"청주",123
20201013,"청주",123
20180422,"영동",60
20180528,"영동",64
20180617,"영동",61
20180725,"영동",29
20181022,"영동",66
20191103,"옥천",52
20191109,"옥천",51
20210613,"옥천",114
20210730,"옥천",114
20210829,"옥천",114
20210915,"옥천",114
20211027,"옥천",114
20211216,"옥천",114
20211221,"옥천",114
20201126,"청주",123
20201211,"청주",123
20210211,"청주",123
20181105,"영동",72
20181114,"영동",60
20190111,"영동",60
20190114,"영동",61
20190117,"영동",62
20190222,"영동",59
20190227,"영동",56
20190308,"영동",28
20190421,"영동",44
20190428,"영동",47
20190430,"영동",49
20190530,"영동",20
20190615,"영동",20
20220207,"옥천",114
20220221,"옥천",114
20220311,"옥천",114
20220509,"옥천",114
20220618,"옥천",114
20220720,"옥천",114
20210509,"청주",123
20210626,"청주",122
20210824,"청주",123
20210825,"청주",123
20190727,"영동",33
20190811,"영동",24
20190814,"영동",24
20190815,"영동",24
20190908,"영동",46
20190912,"영동",46
20190918,"영동",43
20191018,"영동",73
20191114,"영동",89
20191116,"영동",90
20191118,"영동",90
20191127,"영동",90
20191227,"영동",126
20200214,"영동",127
20200304,"영동",127
20220915,"옥천",114
20220930,"옥천",114
20221111,"옥천",114
20221201,"옥천",114
20211018,"청주",123
20211108,"청주",123
20220111,"청주",123
20220204,"청주",123
20220206,"청주",123
20220226,"청주",123
20200428,"영동",126
20200509,"영동",126
20200609,"영동",126
20200630,"영동",127
20200916,"영동",127
20201003,"영동",126
20201012,"영동",126
20201104,"영동",127
20201224,"영동",126
20220405,"청주",123
20220415,"청주",123
20220417,"청주",134
20220430,"청주",123
20220513,"청주",123
20220627,"청주",122
20220722,"청주",123
20210117,"영동",126
20210403,"영동",127
20210523,"영동",127
20181208,"청주",71
20220820,"청주",123
20220902,"청주",123
20220911,"청주",123
20221031,"청주",123
20221205,"청주",123
20221214,"청주",123
20180107,"음성",35
20210930,"영동",127
20211114,"영동",126
20220206,"영동",126
20220228,"영동",126
20190328,"청주",71
20190421,"청주",73
20190508,"청주",76
20190707,"청주",45
20210607,"부여",12
20210630,"부여",12
20210715,"부여",12
20210909,"부여",13
20210926,"부여",12
20211021,"부여",12
20211130,"부여",11
20211215,"부여",11
20220122,"부여",11
20180228,"태안",46
20180318,"태안",52
20180719,"태안",25
20180805,"태안",23
20180903,"태안",61
20180926,"태안",46
20190909,"태안",63
20190911,"태안",65
20191118,"태안",66
20200325,"태안",23
20200412,"태안",20
20210715,"홍성",43
20210721,"홍성",43
20210917,"홍성",45
20211016,"홍성",43
20211208,"홍성",43
20211221,"홍성",43
20220105,"홍성",43
20220114,"홍성",43
20220301,"부여",10
20220319,"부여",11
20220410,"부여",11
20220501,"부여",11
20220511,"부여",11
20220621,"부여",11
20220701,"부여",11
20220901,"부여",13
20221104,"부여",12
20181211,"태안",64
20181229,"태안",61
20190109,"태안",59
20190324,"태안",58
20190404,"태안",69
20190410,"태안",46
20190411,"태안",37
20190422,"태안",64
20190612,"태안",26
20190702,"태안",44
20200611,"태안",20
20200618,"태안",20
20200623,"태안",20
20200629,"태안",20
20200814,"태안",23
20200911,"태안",23
20200922,"태안",23
20201019,"태안",23
20201102,"태안",23
20201202,"태안",22
20210101,"태안",22
20210107,"태안",22
20220329,"홍성",43
20220429,"홍성",43
20220513,"홍성",42
20220515,"홍성",42
20220519,"홍성",42
20220523,"홍성",42
20220731,"홍성",43
20220830,"홍성",45
20221018,"홍성",44
20221108,"홍성",43
20221208,"홍성",43
20180122,"단양",67
20180201,"단양",53
20180213,"단양",26
20180314,"단양",83
20180426,"단양",59
20180506,"단양",46
20180716,"단양",35
20180809,"단양",19
20180823,"단양",10
20180825,"단양",27
20181111,"단양",58
20181114,"단양",53
20181203,"단양",74
20181219,"단양",75
20190117,"단양",80
20190215,"단양",69
20190312,"단양",76
20190324,"단양",79
20190403,"단양",36
20190411,"단양",41
20190426,"단양",40
20190430,"단양",43
20190522,"단양",26
20190526,"단양",24
20190531,"단양",26
20190606,"단양",26
20190611,"단양",26
20190629,"단양",37
20190804,"단양",23
20190825,"단양",24
20190826,"단양",24
20191020,"단양",34
20191030,"단양",30
20191101,"단양",29
20191204,"단양",317
20200119,"단양",317
20200313,"단양",317
20200427,"단양",317
20200520,"단양",318
20200622,"단양",317
20200810,"단양",318
20200922,"단양",318
20201021,"단양",317
20201031,"단양",317
20201124,"단양",317
20201213,"단양",316
20210220,"단양",315
20210227,"단양",315
20210306,"단양",318
20210511,"단양",318
20210701,"단양",318
20210801,"단양",317
20210815,"단양",317
20210824,"단양",318
20210903,"단양",319
20211006,"단양",317
20211028,"단양",317
20211109,"단양",317
20211123,"단양",317
20211219,"단양",317
20211228,"단양",317
20220102,"단양",317
20220120,"단양",316
20220315,"단양",317
20220508,"단양",317
20220613,"단양",317
20221012,"단양",317
20221209,"단양",317
20221223,"단양",317
20180112,"보은",44
20180114,"보은",44
20180212,"보은",44
20180226,"보은",44
20180302,"보은",33
20180314,"보은",35
20180810,"보은",22
20180919,"보은",41
20181021,"보은",46
20181126,"보은",46
20181229,"보은",37
20190223,"보은",51
20190310,"보은",29
20190407,"보은",41
20190602,"보은",39
20190814,"보은",26
20190910,"보은",45
20200125,"보은",138
20200307,"보은",138
20200605,"보은",138
20200612,"보은",138
20200716,"보은",139
20200906,"보은",139
20200919,"보은",138
20200920,"보은",138
20201018,"보은",138
20201116,"보은",138
20201117,"보은",138
20201205,"보은",138
20201209,"보은",138
20201225,"보은",138
20210127,"보은",138
20210213,"보은",138
20210331,"보은",138
20210407,"보은",138
20210520,"보은",138
20210601,"보은",138
20210626,"보은",138
20210701,"보은",138
20220501,"보은",138
20220529,"보은",138
20220726,"보은",139
20220801,"보은",138
20221026,"보은",138
20221031,"보은",138
20221108,"보은",138
20221213,"보은",138
20210916,"보은",139
20211027,"보은",138
20211028,"보은",138
20211031,"보은",138
20220207,"보은",138
20220211,"보은",138
20220405,"보은",138
20200419,"보은",150
20221221,"부여",11
20180115,"부여",31
20180402,"부여",48
20180412,"부여",60
20180427,"부여",85
20180501,"부여",60
20180507,"부여",61
20180712,"부여",46
20190813,"태안",41
20210315,"태안",23
20210407,"태안",21
20210721,"태안",22
20210806,"태안",20
20210807,"태안",20
20210830,"태안",23
20210925,"태안",23
20211005,"태안",23
20211106,"태안",23
20180825,"부여",29
20180830,"부여",60
20181031,"부여",46
20181202,"부여",64
20181209,"부여",70
20190123,"부여",51
20190211,"부여",50
20190308,"부여",37
20190311,"부여",36
20190315,"부여",35
20211211,"태안",23
20220130,"태안",23
20220212,"태안",23
20220213,"태안",23
20220310,"태안",23
20220419,"태안",23
20220605,"태안",20
20220620,"태안",20
20220716,"태안",22
20190531,"부여",36
20190627,"부여",38
20190823,"부여",26
20190910,"부여",46
20190924,"부여",58
20191019,"부여",43
20191118,"부여",56
20191127,"부여",53
20200113,"부여",12
20200127,"부여",12
20220814,"태안",23
20220822,"태안",23
20220831,"태안",23
20220903,"태안",23
20221014,"태안",23
20221016,"태안",23
20221130,"태안",23
20221204,"태안",23
20221210,"태안",23
20221222,"태안",23
20180117,"홍성",25
20180407,"홍성",74
20180414,"홍성",68
20180416,"홍성",63
20180505,"홍성",51
20200202,"부여",12
20200205,"부여",12
20200305,"부여",12
20200316,"부여",12
20200321,"부여",12
20200415,"부여",12
20200429,"부여",11
20200501,"부여",11
20200612,"부여",12
20200808,"부여",14
20200913,"부여",13
