"행정구역","SPI6","가뭄","계절","누적강수량","가조시간","평균기온","합계일조시간","평균상대습도","평균지면온도","수위","저수량","방류량","강유역","댐"
"경상북도",0.35,"정상","여름",616.1,14.1,22.5,0,95.8,23.3,112,12.95,0.35,"낙동강","보현산"
"경상북도",0.35,"정상","여름",616.1,14.1,22.5,0,95.8,23.3,112,88.53,36.44,"낙동강","영천"
"경상남도",0.4,"정상","여름",771.2,14,24.3,0,94.1,26.3,65,64.57,16.77,"낙동강","밀양"
"경상남도",0.68,"정상","여름",1039,14,24.4,0.3,95.6,25.5,28,248.89,294.72,"낙동강","남강"
"대구광역시",0.36,"정상","여름",615.1,14,23.1,0,94.4,24.3,163,40.49,1.44,"낙동강","군위"
"경상북도",0.46,"정상","여름",634.2,14.1,22.4,0,92.3,23.9,126,881.03,3.91,"낙동강","안동"
"경상북도",0.46,"정상","여름",634.2,14.1,22.4,0,92.3,23.9,126,462.99,26.47,"낙동강","임하"
"전라북도",0.83,"정상","여름",950.6,14,23.4,0,99,23.5,361,673.13,297.85,"영섬","용담"
"경상북도",0.39,"정상","여름",788.3,14.1,21.6,0,98.6,23.4,130,106.97,6.19,"낙동강","영주"
"경상남도",1.13,"보통습윤","여름",940.6,14,23.7,0,99.5,24.9,70,706.54,196.23,"낙동강","합천"
"전라남도",0.63,"정상","여름",958.2,14,25.9,1.4,94.5,27.1,21,134.75,6.3,"영섬","장흥"
"경상남도",0.81,"정상","여름",1086.9,14,24.6,3.2,93.8,25.9,28,275.43,508.92,"낙동강","남강"
"충청남도",0.09,"정상","여름",686.1,14,,0.2,,26.3,27,84.41,14.65,"금강","보령"
"전라남도",0.62,"정상","여름",962.5,13.9,26.8,5.1,88.5,29.4,21,136.03,6.06,"영섬","장흥"
"전라북도",1.09,"보통습윤","여름",869.2,14,25.8,1.4,94.1,27.2,8,43.92,30.53,"영섬","부안"
"전라북도",1.1,"보통습윤","여름",1018.3,14,23.1,0,98.4,24.8,361,727.77,296.78,"영섬","용담"
"광주광역시",1.09,"보통습윤","여름",976.6,14,26.8,3.5,96.6,28.3,53,8.28,6.38,"영섬","평림"
"경상북도",0.8,"정상","여름",699.4,14.1,22.4,1,92.6,23.9,126,920.85,2.92,"낙동강","안동"
"경상북도",0.8,"정상","여름",699.4,14.1,22.4,1,92.6,23.9,126,505.24,49.72,"낙동강","임하"
"경상남도",0.48,"정상","여름",797.9,14,22.7,0.5,93.1,26.3,65,65.02,16.48,"낙동강","밀양"
"경상남도",0.86,"정상","여름",1418,13.9,24.9,2.6,91.3,26.6,137,9.38,0.99,"낙동강","구천"
"경상남도",0.86,"정상","여름",1418,13.9,24.9,2.6,91.3,26.6,137,4.49,0.39,"낙동강","연초"
"대구광역시",0.54,"정상","여름",650.6,14,23.1,0.9,91.8,24.9,163,42.32,1.54,"낙동강","군위"
"경상북도",0.45,"정상","여름",640,14,22.2,1,94.4,22.8,112,13.47,0.35,"낙동강","보현산"
"경상북도",0.45,"정상","여름",640,14,22.2,1,94.4,22.8,112,89.27,48.48,"낙동강","영천"
"경상남도",1.15,"보통습윤","여름",953.8,14,23,0.6,96.3,26.2,70,731.79,192.41,"낙동강","합천"
"충청북도",0.25,"정상","여름",699.1,14.1,25.6,1.5,88.6,26,123,1347.56,1045.97,"금강","대청"
"경상북도",0.6,"정상","여름",839.8,14.1,21.7,0,98.9,22.9,131,118.06,9.45,"낙동강","영주"
"강원도",-0.99,"정상","여름",485.2,14.1,24.4,2.9,85.9,26.3,157,51.83,1.51,"한강","횡성"
"경상북도",0.15,"정상","여름",336.7,14.5,20.5,9.5,52.4,27.3,129,57.36,1.26,"낙동강","영주"
"경상남도",-0.39,"정상","여름",555.1,14.4,21.8,11.6,69.9,29.3,137,7.45,0.33,"낙동강","구천"
"경상남도",-0.39,"정상","여름",555.1,14.4,21.8,11.6,69.9,29.3,137,3.38,0.16,"낙동강","연초"
"전라남도",-0.03,"정상","여름",432.5,14.3,20.3,9.6,71.8,23.7,20,133.32,4.76,"영섬","장흥"
"강원도",-0.25,"정상","여름",252.5,14.6,20.3,11,57,25.8,156,63.47,4.2,"한강","횡성"
"충청북도",-0.47,"정상","여름",242.6,14.5,20.1,1.4,53.9,24.4,122,949.07,57.83,"금강","대청"
"대구광역시",-0.63,"정상","여름",212.1,14.5,22.5,7.4,41.9,27,162,24.21,0.88,"낙동강","군위"
"강원도",-0.28,"정상","여름",250,14.6,17.1,0.2,65.6,20,156,63.13,4.25,"한강","횡성"
"경상남도",-0.34,"정상","여름",385.7,14.4,20.2,12.7,56.6,27.4,26,141.93,31.54,"낙동강","남강"
"경상북도",0.1,"정상","여름",331.7,14.5,19,4.4,54.6,26.3,129,57.36,1.27,"낙동강","영주"
"전라남도",-0.07,"정상","여름",409.8,14.4,18.7,10.2,67.6,24.4,20,132.81,6.14,"영섬","장흥"
"경상남도",-0.44,"정상","여름",517.1,14.4,20.3,11.2,61.1,28.7,137,7.42,0.33,"낙동강","구천"
"경상남도",-0.44,"정상","여름",517.1,14.4,20.3,11.2,61.1,28.7,137,3.36,0.17,"낙동강","연초"
"경상남도",-0.3,"정상","여름",281.4,14.4,21.3,8.5,51.1,28.6,68,636.62,19.24,"낙동강","합천"
"전라북도",-0.23,"정상","여름",312.8,14.4,19.5,2.7,72.5,22.8,7,37.89,0.9,"영섬","부안"
"광주광역시",-0.32,"정상","여름",331.6,14.4,21.3,9.3,61.3,26.7,52,6.16,0.38,"영섬","평림"
"충청남도",-0.12,"정상","여름",288.1,14.5,18.1,0.9,77.1,19.6,27,32.33,3.77,"금강","보령"
"경상북도",-0.03,"정상","여름",268.2,14.5,20.9,6.9,47.5,24,112,7.87,0.35,"낙동강","보현산"
"경상북도",-0.03,"정상","여름",268.2,14.5,20.9,6.9,47.5,24,112,60.17,9.15,"낙동강","영천"
"경상남도",-0.64,"정상","여름",277.9,14.4,22,10.7,39,30.2,64,53.56,3.54,"낙동강","밀양"
"전라북도",-0.54,"정상","여름",360.6,14.4,18,4.5,63.5,22.3,360,601.48,30.76,"영섬","용담"
"경상북도",-0.57,"정상","여름",224,14.5,20.3,7.2,45.9,27.5,125,813.91,44.31,"낙동강","안동"
"경상북도",-0.57,"정상","여름",224,14.5,20.3,7.2,45.9,27.5,125,320.17,15.71,"낙동강","임하"
"전라북도",-0.27,"정상","여름",311.7,14.5,22.8,6.4,81.1,27,7,37.86,0.74,"영섬","부안"
"충청남도",-0.12,"정상","여름",289,14.5,20.3,5,91.1,23,27,32.15,3.59,"금강","보령"
"경상북도",0.09,"정상","여름",331.2,14.6,21.6,10.2,68.8,30.3,129,57.36,1.27,"낙동강","영주"
"경상북도",-0.05,"정상","여름",267.7,14.5,22.6,7,61.1,28.7,112,59.82,9.15,"낙동강","영천"
"경상북도",-0.05,"정상","여름",267.7,14.5,22.6,7,61.1,28.7,112,7.84,0.35,"낙동강","보현산"
"광주광역시",-0.33,"정상","여름",331.6,14.4,22.7,3.6,83.4,27.6,52,6.14,0.39,"영섬","평림"
"경상북도",-0.58,"정상","여름",224,14.5,22.7,9.7,58.6,30.9,125,319.09,15.69,"낙동강","임하"
"경상북도",-0.58,"정상","여름",224,14.5,22.7,9.7,58.6,30.9,125,810.56,44.33,"낙동강","안동"
"경상남도",-0.36,"정상","여름",385.7,14.4,21.4,6.1,77.3,26.6,26,139.89,31.42,"낙동강","남강"
"경상남도",-0.65,"정상","여름",277.8,14.4,22,5.8,68.4,28.7,64,53.26,3.54,"낙동강","밀양"
"경상남도",-0.45,"정상","여름",516.8,14.4,21.3,3,82,27,137,7.4,0.33,"낙동강","구천"
"경상남도",-0.45,"정상","여름",516.8,14.4,21.3,3,82,27,137,3.34,0.16,"낙동강","연초"
"전라북도",-0.54,"정상","여름",360.6,14.5,21.9,8.1,74,25.9,360,599.4,30.57,"영섬","용담"
"대구광역시",-0.65,"정상","여름",212.1,14.5,24.1,7.3,56.5,30,162,24.14,0.88,"낙동강","군위"
"경상남도",0.66,"정상","여름",1092.3,12.8,19.2,0,90,22.2,65,55.86,21.88,"낙동강","밀양"
"경상남도",1.65,"심한습윤","여름",1508.8,12.8,20.1,0,94.3,22.9,71,562.02,289.48,"낙동강","합천"
"경상북도",1.04,"보통습윤","여름",1259.7,12.8,19.3,0.1,88.5,21.6,130,90.92,53.35,"낙동강","영주"
"경상북도",1.23,"보통습윤","여름",1006.5,12.8,19.8,0.4,84.5,21.7,126,927.67,454.29,"낙동강","안동"
"경상북도",1.23,"보통습윤","여름",1006.5,12.8,19.8,0.4,84.5,21.7,126,336.88,350.68,"낙동강","임하"
"전라북도",1.86,"심한습윤","여름",1731.7,12.8,18.7,0,90.5,21.1,360,583.85,98.04,"영섬","용담"
"경상북도",0.87,"정상","여름",944.4,12.8,18.8,0,91.9,21.3,112,18.35,5.42,"낙동강","보현산"
"경상북도",0.87,"정상","여름",944.4,12.8,18.8,0,91.9,21.3,112,60.71,58.5,"낙동강","영천"
"광주광역시",2.09,"심한습윤","여름",1733.4,12.8,22,0,92.4,23.7,46,8.17,0.94,"영섬","평림"
"경상북도",1.23,"보통습윤","여름",1015.8,12.8,19.4,0.3,86,21.9,126,913.16,252.77,"낙동강","안동"
"경상북도",1.23,"보통습윤","여름",1015.8,12.8,19.4,0.3,86,21.9,126,326.17,162.4,"낙동강","임하"
"대구광역시",1.21,"보통습윤","여름",1045.3,12.8,19.5,0,93.4,22.2,162,32.52,10.83,"낙동강","군위"
"경상북도",1.08,"보통습윤","여름",1274.1,12.8,19.3,0.5,92.1,22.2,130,89.32,28.55,"낙동강","영주"
"전라북도",1.88,"심한습윤","여름",1745.8,12.7,18.4,0,98.8,20.1,360,579.78,98.7,"영섬","용담"
"경상북도",0.92,"정상","여름",956.5,12.8,19.7,0,92.8,21,112,17.78,9.82,"낙동강","보현산"
"경상북도",0.92,"정상","여름",956.5,12.8,19.7,0,92.8,21,112,58.55,30.16,"낙동강","영천"
"경상남도",0.67,"정상","여름",1096.6,12.7,21.1,0,82.6,23.2,64,55.84,11.27,"낙동강","밀양"
"광주광역시",2.12,"심한습윤","여름",1744.7,12.7,20.6,0,97.4,22.2,46,8.17,0.78,"영섬","평림"
"경상남도",1.1,"보통습윤","여름",1513.1,12.7,20.3,0,89.1,22.2,28,56.06,290.69,"낙동강","남강"
"경상남도",1.66,"심한습윤","여름",1514.3,12.7,20.1,0,90.5,21.7,71,541.86,269.5,"낙동강","합천"
"전라북도",1.66,"심한습윤","여름",1341.5,12.7,20.8,0,92.3,22.4,8,42.25,5.15,"영섬","부안"
"충청남도",0.51,"정상","여름",1009.3,12.8,21.2,0,80.9,21.9,27,71.76,29.38,"금강","보령"
"충청북도",0.88,"정상","여름",1132.9,12.8,21,1.2,78.6,22.7,123,826.27,1279.52,"금강","대청"
"경상남도",1.3,"보통습윤","여름",1976.4,12.7,20.9,0,91.3,22,137,9.38,0.83,"낙동강","구천"
"경상남도",1.3,"보통습윤","여름",1976.4,12.7,20.9,0,91.3,22,137,4.48,0.13,"낙동강","연초"
"강원도",0.81,"정상","여름",1263.5,12.8,19.6,1,83.4,22,157,61.61,30.26,"한강","횡성"
"경상북도",1.38,"보통습윤","여름",1053.1,12.7,21.1,0,80.4,21,126,967.38,156.27,"낙동강","안동"
"경상북도",1.38,"보통습윤","여름",1053.1,12.7,21.1,0,80.4,21,126,440.44,124.83,"낙동강","임하"
"강원도",0.87,"정상","여름",1290.6,12.8,19,0,88.8,20.1,157,59.54,48.78,"한강","횡성"
"전라북도",1.92,"심한습윤","여름",1433.5,12.7,20.3,0,93.3,20.1,8,45.66,46.32,"영섬","부안"
"경상북도",1.18,"보통습윤","여름",1309.9,12.7,21.3,0,80,20.6,130,91.52,13.89,"낙동강","영주"
"전라북도",1.97,"심한습윤","여름",1821.8,12.7,18.5,0,93.8,19.6,360,592.92,98.36,"영섬","용담"
"광주광역시",0.1,"정상","여름",481.9,14.5,25.1,5.6,80.3,28.7,52,6.13,0.37,"영섬","평림"
"강원도",-0.47,"정상","여름",295.1,14.8,23.2,4.3,74,24.7,156,54.37,4.25,"한강","횡성"
"전라북도",0,"정상","여름",410,14.6,23.7,5.1,81.3,28.5,7,37.12,1.56,"영섬","부안"
"충청남도",-0.22,"정상","여름",344.6,14.6,22.7,3.3,77.3,27.3,27,29.29,3.44,"금강","보령"
"경상북도",-0.34,"정상","여름",378,14.7,22.4,3.4,78.5,27.6,129,58.58,1.28,"낙동강","영주"
"경상남도",-0.41,"정상","여름",408.8,14.5,25.1,6.4,73.5,29.9,64,47.89,3.52,"낙동강","밀양"
"전라북도",-0.03,"정상","여름",515.7,14.6,21.8,4.5,83.9,23.9,360,605.34,30.9,"영섬","용담"
"경상남도",-0.12,"정상","여름",412,14.6,23.7,4,82,27.9,68,621.43,31.54,"낙동강","합천"
"경상북도",-0.02,"정상","여름",364.1,14.6,24.8,5.5,68.1,29,112,7.58,0.35,"낙동강","보현산"
"경상북도",-0.02,"정상","여름",364.1,14.6,24.8,5.5,68.1,29,112,54.76,9.16,"낙동강","영천"
"전라남도",0.58,"정상","여름",658.8,14.5,23.2,4.3,85.1,25.8,20,137.14,7.24,"영섬","장흥"
"경상남도",-0.34,"정상","여름",524,14.5,24.2,7.3,82.1,26.7,28,119.98,26.12,"낙동강","남강"
"경상남도",0.1,"정상","여름",800.6,14.5,23.2,4.4,78.9,25.9,137,8.08,0.35,"낙동강","구천"
"경상남도",0.1,"정상","여름",800.6,14.5,23.2,4.4,78.9,25.9,137,3.89,0.17,"낙동강","연초"
"충청북도",-0.4,"정상","여름",321.4,14.7,25.2,8.6,63.5,29.8,122,966.69,53.12,"금강","대청"
"대구광역시",-0.13,"정상","여름",346.8,14.6,26.1,12.2,59.1,33.3,162,23.8,1.08,"낙동강","군위"
"경상남도",-0.38,"정상","여름",524,14.5,25.8,11.7,78.5,30.6,28,119.51,26.08,"낙동강","남강"
"전라남도",0.51,"정상","여름",658.8,14.5,24.3,12.1,77,27,20,136.79,7.24,"영섬","장흥"
"경상남도",0.06,"정상","여름",800.6,14.5,24.6,10.6,73.8,30.2,137,8.1,0.34,"낙동강","구천"
"경상남도",0.06,"정상","여름",800.6,14.5,24.6,10.6,73.8,30.2,137,3.89,0.17,"낙동강","연초"
"경상남도",-0.16,"정상","여름",412,14.6,25.2,9,77.5,30.8,68,617.74,47.92,"낙동강","합천"
"경상북도",-0.05,"정상","여름",364.1,14.6,24.4,11.3,69.5,28.4,112,7.55,0.35,"낙동강","보현산"
"경상북도",-0.05,"정상","여름",364.1,14.6,24.4,11.3,69.5,28.4,112,54.39,9.26,"낙동강","영천"
"경상남도",-0.46,"정상","여름",408.8,14.5,25.9,9.8,67.5,31,64,47.61,3.46,"낙동강","밀양"
"경상북도",-0.56,"정상","여름",301.7,14.7,24.3,10.9,69,32.6,125,717.78,94.42,"낙동강","안동"
"경상북도",-0.56,"정상","여름",301.7,14.7,24.3,10.9,69,32.6,125,287.2,65.91,"낙동강","임하"
"전라북도",-0.03,"정상","여름",410,14.6,21.9,5.7,88.8,29.2,7,37,1.56,"영섬","부안"
"경상북도",-0.36,"정상","여름",378,14.7,23.2,8.7,74,29,129,58.58,1.28,"낙동강","영주"
"광주광역시",0.04,"정상","여름",481.9,14.5,25,12.6,75.8,31,52,6.11,0.39,"영섬","평림"
"충청남도",-0.24,"정상","여름",344.6,14.6,21.4,5.1,86,28.5,26,29.03,3.65,"금강","보령"
"전라북도",-0.06,"정상","여름",515.7,14.6,22.4,9.2,83.8,26.3,360,603.85,30.92,"영섬","용담"
"강원도",-0.49,"정상","여름",295.1,14.8,23.6,10.3,70.8,27,156,54.05,4.21,"한강","횡성"
"경상북도",-0.15,"정상","여름",421.1,14.7,21,2.2,86,25.5,129,58.74,1.29,"낙동강","영주"
"강원도",-0.55,"정상","여름",297.7,14.7,22.8,1.7,77.6,24.6,156,53.69,4.25,"한강","횡성"
"경상남도",0.03,"정상","여름",616.6,14.5,21.8,0,92.3,23,28,124.29,34.48,"낙동강","남강"
"전라북도",0.21,"정상","여름",455.6,14.6,21.7,0,91.1,22.4,7,37,1.57,"영섬","부안"
"충청남도",-0.03,"정상","여름",385.2,14.6,21.4,0.3,87.1,22.8,26,29.19,3.34,"금강","보령"
"전라북도",1.13,"보통습윤","여름",882.6,14,25.8,1.2,95.9,26.7,8,43.47,22.69,"영섬","부안"
"경상북도",0.8,"정상","여름",699.1,14,25.1,6.9,86.1,28.3,127,940.02,1.99,"낙동강","안동"
"경상북도",0.8,"정상","여름",699.1,14,25.1,6.9,86.1,28.3,127,515.63,96.99,"낙동강","임하"
"대구광역시",0.52,"정상","여름",651,14,26.1,2.5,81,26.8,163,43.18,1.65,"낙동강","군위"
"광주광역시",1.07,"보통습윤","여름",976.6,13.9,27.4,2,91.5,29,53,8.22,2.25,"영섬","평림"
"경상북도",0.59,"정상","여름",839.8,14.1,24.9,6.2,85,27.3,131,122.69,1.35,"낙동강","영주"
"경상남도",0.86,"정상","여름",1414.4,13.9,26,7.2,85.6,28.3,137,9.37,0.77,"낙동강","구천"
"경상남도",0.86,"정상","여름",1414.4,13.9,26,7.2,85.6,28.3,137,4.48,0.32,"낙동강","연초"
"전라북도",1.13,"보통습윤","여름",1030.4,14,24.3,1.1,92.6,25.4,361,735.47,226.19,"영섬","용담"
"경상남도",0.46,"정상","여름",800.7,14,25.4,5.2,85.5,28.7,64,65.36,15.18,"낙동강","밀양"
"경상남도",1.12,"보통습윤","여름",956,14,25.2,3.6,91.8,27.3,70,737.79,194.02,"낙동강","합천"
"경상남도",0.79,"정상","여름",1086.9,13.9,26.2,6.5,88.3,28.8,28,223.39,1189.03,"낙동강","남강"
"전라남도",0.6,"정상","여름",962.5,13.9,26.7,5.7,85.5,29.3,21,136.37,6.36,"영섬","장흥"
"경상북도",0.44,"정상","여름",639.9,14,25.4,3,85,27.1,112,13.77,0.35,"낙동강","보현산"
"경상북도",0.44,"정상","여름",639.9,14,25.4,3,85,27.1,112,88.28,45.63,"낙동강","영천"
"충청남도",0.38,"정상","여름",692.6,14,25,1.1,95.3,27.1,27,84.05,31.79,"금강","보령"
"강원도",-1.02,"약한가뭄","여름",485.2,14.1,25.2,5.4,81,27.8,157,52.14,1.53,"한강","횡성"
"충청북도",0.24,"정상","여름",699.1,14,27.4,4.7,78.9,30.9,123,1304.6,2128.59,"금강","대청"
"충청북도",0.31,"정상","여름",718.4,14,26.5,2.1,82.6,28.2,123,1239.74,1479.17,"금강","대청"
"전라북도",1.14,"보통습윤","여름",890.7,13.9,25.8,2.2,91,26.5,8,42.94,14.89,"영섬","부안"
"경상북도",0.59,"정상","여름",846.6,14,25,2.8,89.1,27.9,130,126.09,1.36,"낙동강","영주"
"충청남도",0.42,"정상","여름",708.1,14,25.7,0.7,89.9,25.7,27,82.91,31.77,"금강","보령"
"전라남도",0.57,"정상","여름",962.5,13.9,25.9,2.7,88.8,27.5,21,136.45,6.55,"영섬","장흥"
"전라북도",1.14,"보통습윤","여름",1034.4,13.9,24.5,3.9,89.4,25.7,361,744.22,45.23,"영섬","용담"
"경상북도",0.41,"정상","여름",639.9,14,26.5,3.2,83.1,27.7,112,13.88,0.35,"낙동강","보현산"
"경상북도",0.41,"정상","여름",639.9,14,26.5,3.2,83.1,27.7,112,87.66,23.02,"낙동강","영천"
"경상남도",0.76,"정상","여름",1086.9,13.9,26.6,5.9,85.1,28.1,28,190.85,674.5,"낙동강","남강"
"경상남도",1.09,"보통습윤","여름",956,13.9,26.8,4.4,85.1,29,70,733.54,194.71,"낙동강","합천"
"경상북도",0.82,"정상","여름",705.9,14,26.2,4,83.9,28.7,127,951.09,1.98,"낙동강","안동"
"경상북도",0.82,"정상","여름",705.9,14,26.2,4,83.9,28.7,127,514.36,99.82,"낙동강","임하"
"강원도",-0.83,"정상","여름",538.4,14.1,23.8,0.1,92.6,24.9,157,52.53,1.51,"한강","횡성"
"대구광역시",0.49,"정상","여름",651.1,14,27.7,4.7,74.9,29.9,163,43.4,1.65,"낙동강","군위"
"광주광역시",1.05,"보통습윤","여름",979.5,13.9,26.3,3.4,93.5,28.3,53,8.22,1.28,"영섬","평림"
"경상남도",0.44,"정상","여름",800.7,13.9,27.5,5.5,78.4,31.1,64,65.32,15.31,"낙동강","밀양"
"경상남도",0.84,"정상","여름",1414.4,13.9,26.7,6.4,83,30.1,137,4.47,0.26,"낙동강","연초"
"경상남도",0.84,"정상","여름",1414.4,13.9,26.7,6.4,83,30.1,137,9.36,0.52,"낙동강","구천"
"충청북도",-0.48,"정상","여름",243,14.5,23.2,7.1,70.4,30.1,122,925.33,58.74,"금강","대청"
"경상남도",-0.32,"정상","여름",281.4,14.4,21.6,5.2,72.9,27.9,68,635.07,19.24,"낙동강","합천"
"전라남도",-0.09,"정상","여름",409.8,14.4,20.5,0,84.5,22.3,20,132.22,7.11,"영섬","장흥"
"강원도",-0.29,"정상","여름",250,14.6,22.3,10.1,63.9,27.2,156,62.78,4.23,"한강","횡성"
"광주광역시",-0.31,"정상","여름",331.5,14.4,24.9,10.7,72.5,32.9,52,6.13,0.4,"영섬","평림"
"경상남도",-0.35,"정상","여름",385.7,14.4,24.2,10.2,76.6,30.6,25,138.63,26.22,"낙동강","남강"
"경상북도",0.09,"정상","여름",331.2,14.6,24.1,12.6,63.4,32.2,129,57.36,1.27,"낙동강","영주"
"전라남도",-0.09,"정상","여름",409.8,14.4,23.7,11.9,76.8,29.9,20,131.72,7.11,"영섬","장흥"
"경상남도",-0.44,"정상","여름",516.8,14.4,23.4,11.9,75.1,29.6,137,7.37,0.34,"낙동강","구천"
"경상남도",-0.44,"정상","여름",516.8,14.4,23.4,11.9,75.1,29.6,137,3.32,0.17,"낙동강","연초"
"강원도",-0.28,"정상","여름",250,14.6,23.5,7.5,68.6,27.5,156,62.48,4.24,"한강","횡성"
"경상북도",-0.04,"정상","여름",267.7,14.5,26.5,12.6,56.3,33.9,112,7.81,0.36,"낙동강","보현산"
"경상북도",-0.04,"정상","여름",267.7,14.5,26.5,12.6,56.3,33.9,112,59.53,9.3,"낙동강","영천"
"전라북도",-0.24,"정상","여름",310.1,14.5,23.4,10.9,80.9,30.1,7,37.81,0.76,"영섬","부안"
"전라북도",-0.53,"정상","여름",360.6,14.5,24,12.2,70.1,30.9,360,597.34,30.79,"영섬","용담"
"경상남도",-0.64,"정상","여름",277.8,14.5,25.3,12.2,71.1,33,64,52.97,3.46,"낙동강","밀양"
"대구광역시",-0.64,"정상","여름",212.1,14.5,27.7,12.1,56.5,34.9,162,24.06,0.88,"낙동강","군위"
"충청북도",-0.44,"정상","여름",242.6,14.6,25.5,10.2,64.5,33.6,122,921.98,59.56,"금강","대청"
"경상남도",-0.31,"정상","여름",281.4,14.5,25.3,9.5,71.6,32.2,68,633.74,19.26,"낙동강","합천"
"충청남도",-0.12,"정상","여름",288.3,14.5,20,2.6,92.6,23.7,27,31.97,3.67,"금강","보령"
"경상북도",-0.57,"정상","여름",224,14.6,25.2,12.4,55.8,33.9,125,806.8,44.34,"낙동강","안동"
"경상북도",-0.57,"정상","여름",224,14.6,25.2,12.4,55.8,33.9,125,317.65,15.69,"낙동강","임하"
"충청북도",-0.45,"정상","여름",242.6,14.6,25.5,8.7,61,32.1,122,918.08,59.07,"금강","대청"
"경상북도",-0.59,"정상","여름",224,14.6,24.4,10.3,61.6,33.1,125,803.06,44.25,"낙동강","안동"
"경상북도",-0.59,"정상","여름",224,14.6,24.4,10.3,61.6,33.1,125,316.57,15.67,"낙동강","임하"
"대구광역시",-0.66,"정상","여름",212.1,14.5,25.9,9.2,61,34.4,162,23.97,1.02,"낙동강","군위"
"광주광역시",-0.3,"정상","여름",331.5,14.4,25,8.6,78.6,32.7,52,6.11,0.42,"영섬","평림"
"강원도",-0.29,"정상","여름",250,14.7,23,10.1,64.9,28.5,156,62.14,4.27,"한강","횡성"
"전라북도",-0.24,"정상","여름",310.1,14.5,21.7,6,89,27.8,7,37.74,0.75,"영섬","부안"
"전라북도",-0.54,"정상","여름",360.6,14.5,23.3,8.9,76.3,30,360,594.98,30.72,"영섬","용담"
"충청남도",-0.11,"정상","여름",288.3,14.5,19.7,1.7,91.8,24.7,27,31.74,3.56,"금강","보령"
"경상남도",-0.32,"정상","여름",281.4,14.5,26,10.6,67.6,32.6,68,632.19,19.24,"낙동강","합천"
"경상남도",-0.65,"정상","여름",277.8,14.5,25.5,10.7,62.6,32.2,64,52.68,3.49,"낙동강","밀양"
"전라남도",-0.09,"정상","여름",409.8,14.4,23.9,8.6,77.3,28.9,20,131.22,6.5,"영섬","장흥"
"경상북도",-0.06,"정상","여름",267.7,14.5,23.5,9.8,65.5,32.2,112,7.78,0.36,"낙동강","보현산"
"경상북도",-0.06,"정상","여름",267.7,14.5,23.5,9.8,65.5,32.2,112,59.13,9.38,"낙동강","영천"
"경상남도",-0.45,"정상","여름",516.8,14.4,23.4,10.2,74.1,29.4,137,7.35,0.33,"낙동강","구천"
"경상남도",-0.45,"정상","여름",516.8,14.4,23.4,10.2,74.1,29.4,137,3.3,0.18,"낙동강","연초"
"충청북도",0.98,"정상","여름",1163.7,12.7,19.2,0,87.9,20.2,123,832.04,561.52,"금강","대청"
"경상북도",1.15,"보통습윤","여름",1012.9,12.7,22.5,0.1,80.5,21.4,112,19.23,9.87,"낙동강","보현산"
"경상북도",1.15,"보통습윤","여름",1012.9,12.7,22.5,0.1,80.5,21.4,112,76.03,24.25,"낙동강","영천"
"경상남도",1.57,"심한습윤","여름",2149.5,12.7,22.5,0,83.4,21.6,137,9.42,24.94,"낙동강","구천"
"경상남도",1.57,"심한습윤","여름",2149.5,12.7,22.5,0,83.4,21.6,137,4.53,8.86,"낙동강","연초"
"광주광역시",2.17,"심한습윤","여름",1774.8,12.7,20.1,0.5,97.9,20.7,46,8.29,2.64,"영섬","평림"
"대구광역시",1.32,"보통습윤","여름",1079.7,12.7,23.4,0.1,72.4,22.4,162,35.87,6.2,"낙동강","군위"
"충청남도",0.8,"정상","여름",1102.3,12.7,19.9,0,91.1,20.2,27,77.87,18.55,"금강","보령"
"경상남도",1.73,"심한습윤","여름",1557.3,12.7,22.5,0.7,78.4,22.2,70,553.1,60.2,"낙동강","합천"
"경상남도",1.2,"보통습윤","여름",1563,12.7,22.2,1.8,81.1,22.6,28,97.07,294.18,"낙동강","남강"
"경상남도",0.84,"정상","여름",1149.9,12.7,22.8,0.7,76.8,23.7,65,67.58,131.82,"낙동강","밀양"
"강원도",0.87,"정상","여름",1291.8,12.7,22,7.6,68.3,22.1,157,59.26,40.21,"한강","횡성"
"광주광역시",2.15,"심한습윤","여름",1765.7,12.7,24.1,5.8,89.3,24.8,52,8.22,2.3,"영섬","평림"
"전라북도",1.92,"심한습윤","여름",1434,12.7,23.6,8.4,84.9,24.4,8,43.61,37.36,"영섬","부안"
"경상북도",1.16,"보통습윤","여름",1012.6,12.7,22.9,7.6,78.8,22.9,112,18.81,5.41,"낙동강","보현산"
"경상북도",1.16,"보통습윤","여름",1012.6,12.7,22.9,7.6,78.8,22.9,112,79.01,6.85,"낙동강","영천"
"경상남도",1.58,"심한습윤","여름",2145.8,12.7,24.2,0.2,82.8,24.5,137,9.38,1.88,"낙동강","구천"
"경상남도",1.58,"심한습윤","여름",2145.8,12.7,24.2,0.2,82.8,24.5,137,4.49,0.4,"낙동강","연초"
"경상남도",1.74,"심한습윤","여름",1552.5,12.7,23,7.5,84.9,25.4,71,561.2,17.25,"낙동강","합천"
"경상북도",1.17,"보통습윤","여름",1309.9,12.7,21.5,5.2,73.6,21.7,130,94.71,5.35,"낙동강","영주"
"전라북도",1.96,"심한습윤","여름",1823.5,12.7,21.2,1.2,86.8,21.5,361,602.66,80.64,"영섬","용담"
